id,Business Unit,Job Family,Job Title,description,cost,Status,is_deleted,created_date,modified_date
334,MOTUS,Distribution,Manager: Inventory,"To plan, manage and monitor the implementation of inventory activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery.",2500,,,,
335,MOTUS,Workplace and Facilities,Manager: Loss Control (AAAS),"To plan, manage and monitor the implementation of all health, safety and security activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery for the business unit.",2500,,,,
336,MOTUS,"Repairs, Servicing and Support Services",Manager: Maintenance Administration (Car Rental),"To plan, manage and monitor the implementation of processes for maintenance costs, turnaround time, purchase orders and service rebates in order to deliver on approved operational plans and to continuously enhance service delivery.",2500,,,,
337,MOTUS,Marketing and Communications,Manager: Marketing (Car Rental),"To plan, manage and monitor the implementation of all marketing management activities and processes in order to deliver on approved marketing plans and to continuously enhance the company brand.",2500,,,,
338,MOTUS,Distribution,Manager: National Distribution Vehicle Stock,"To plan, manage and monitor the implementation of vehicle stock distribution activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery.",2500,,,,
339,MOTUS,Sales,Manager: National Fleet Support,"To plan, manage and monitor the implementation of fleet and rental specific activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery.",2500,,,,
340,MOTUS,Sales,Manager: Panel Business Development,To manage the Panel sales function in order to deliver on approved operational plans and set targets and to continuously enhance service delivery and business performance by growing and maintaining good customer relationships.,2500,,,,
341,MOTUS,Parts,Manager: Panel Development,To manage the Panel sales function in order to deliver on approved operational plans and set targets and to continuously enhance service delivery and business performance by growing and maintaining good customer relationships.,2500,,,,
342,MOTUS,Parts,Manager: Parts Administration,"To plan, manage and monitor the implementation of all sales activities and processes related to parts, in order to maximise sales, and maintain agreed profit margins and return on investment. To ensure the management of stock levels are in line with company policy.",2500,,,,
343,MOTUS,Finance,Manager: Payroll,"To plan, manage and monitor the implementation of payroll activities and processes in order to deliver onapproved operational plans and to continuously enhance service delivery.",2500,,,,
344,MOTUS,Operations,Manager: Plant,"To plan, manage and monitor the implementation of all plant related security, customer queries and other applicable activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery for the business unit.",2500,,,,
345,MOTUS,"Repairs, Servicing and Support Services",Manager: Pre-delivery Inspection,"To plan, manage and monitor the implementation of the pre-delivery of vehicles driven by end to end process accountability in order to deliver on service targets, quality standards and approved operational targets",2500,,,,
